Rank;Title;TotalCites;ImpactFactor;EigenfactorScore
1747;Stem Cell Reviews and Reports;2167;3.612;0.00464
1751;ASTROBIOLOGY;3015;3.610;0.00574
1751;INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS;12072;3.610;0.02318
1751;PHYTOMEDICINE;8972;3.610;0.00902
1754;JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY;5040;3.609;0.00787
1755;Emergencias;794;3.608;0.00116
1755;JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY;9217;3.608;0.01101
1755;MOLECULAR IMAGING AND BIOLOGY;2415;3.608;0.00548
1758;JOURNAL OF LABOR ECONOMICS;3958;3.607;0.01345
1758;Orphanet Journal of Rare Diseases;5680;3.607;0.01580
1758;VASCULAR PHARMACOLOGY;2699;3.607;0.00514
1761;BREAST CANCER RESEARCH AND TREATMENT;19709;3.605;0.03784
1762;NEUROCHEMISTRY INTERNATIONAL;8367;3.603;0.00994
1763;CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW;2462;3.600;0.00259
1763;JOURNAL OF INTERNATIONAL MARKETING;1838;3.600;0.00101
1765;Behavior Research Methods;14177;3.597;0.01424
1766;Body Image;3056;3.595;0.00498
1766;LIMNOLOGY AND OCEANOGRAPHY;26993;3.595;0.01663
1768;STEEL AND COMPOSITE STRUCTURES;2153;3.594;0.00393
1769;Therapeutic Advances in Respiratory Disease;723;3.592;0.00150
1770;OPTICS LETTERS;66148;3.589;0.10358
1771;MOLECULAR PLANT-MICROBE INTERACTIONS;10099;3.588;0.01027
1772;DRUG SAFETY;4856;3.585;0.00660
1773;ORGANIC PROCESS RESEARCH & DEVELOPMENT;6475;3.584;0.01048
1774;TECTONICS;10050;3.583;0.01203
1775;Frontiers in Aging Neuroscience;4995;3.582;0.01655
1776;APPLIED ORGANOMETALLIC CHEMISTRY;3891;3.581;0.00313
1776;BIOLOGICAL PROCEDURES ONLINE;679;3.581;0.00077
1776;Bone & Joint Journal;4676;3.581;0.01901
1779;Journal of Clinical Lipidology;2238;3.580;0.00754
1780;EXPERT OPINION ON EMERGING DRUGS;880;3.579;0.00206
1780;NEW JOURNAL OF PHYSICS;28800;3.579;0.09082
1782;ACM SIGCOMM Computer Communication Review;6892;3.577;0.01130
1783;EUROPEAN JOURNAL OF POLITICAL RESEARCH;4605;3.576;0.00664
1783;JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS;6933;3.576;0.01525
1785;mSphere;707;3.575;0.00272
1786;CURRENT GENETICS;3106;3.574;0.00308
1786;SURGERY;19394;3.574;0.02677
1788;IEEE ROBOTICS & AUTOMATION MAGAZINE;2492;3.573;0.00454
1789;CHEMICAL GEOLOGY;32968;3.570;0.03792
1789;INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES;11007;3.570;0.01555
1791;AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY;28039;3.569;0.02757
1792;Antimicrobial Resistance and Infection Control;820;3.568;0.00326
1792;Current Diabetes Reports;3258;3.568;0.01032
1792;Nutrition Journal;4484;3.568;0.00954
1795;Proteomics Clinical Applications;1972;3.567;0.00464
1796;Cell Adhesion & Migration;2043;3.566;0.00530
1796;JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS;17251;3.566;0.01782
1798;DECISION SUPPORT SYSTEMS;8810;3.565;0.01171
1799;MOLECULAR AND CELLULAR ENDOCRINOLOGY;15087;3.563;0.02561
1800;ACTA PHARMACOLOGICA SINICA;8041;3.562;0.00992
1800;CURRENT TREATMENT OPTIONS IN ONCOLOGY;1242;3.562;0.00267
1800;INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY;7821;3.562;0.00893
1800;INTERNATIONAL BIODETERIORATION & BIODEGRADATION;9237;3.562;0.01112
1804;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY;8150;3.558;0.01662
1805;CLINICAL IMMUNOLOGY;8044;3.557;0.01161
1805;IEEE Access;6291;3.557;0.01860
1807;CLINICAL CHEMISTRY AND LABORATORY MEDICINE;7703;3.556;0.01308
1808;EUROPEAN CHILD & ADOLESCENT PSYCHIATRY;4492;3.553;0.00798
1808;EUROPEAN CHILD & ADOLESCENT PSYCHIATRY;4492;3.553;0.00798
1808;Energy Science & Engineering;368;3.553;0.00099
1808;JOURNAL OF ENVIRONMENTAL PSYCHOLOGY;8009;3.553;0.00637
1812;ENVIRONMENT AND BEHAVIOR;5849;3.549;0.00394
1812;MEDIATORS OF INFLAMMATION;9802;3.549;0.02589
1814;Current Forestry Reports;163;3.548;0.00060
1815;POPULATION AND DEVELOPMENT REVIEW;3665;3.547;0.00414
1816;Current Opinion in Allergy and Clinical Immunology;2921;3.544;0.00609
1816;JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS;9281;3.544;0.01808
1816;MANAGEMENT SCIENCE;29449;3.544;0.04258
1816;MANAGEMENT SCIENCE;29449;3.544;0.04258
1820;Biology of Sex Differences;855;3.543;0.00353
1820;PLANT MOLECULAR BIOLOGY;13723;3.543;0.01051
1822;CLINICAL AND EXPERIMENTAL IMMUNOLOGY;13434;3.542;0.01384
1823;AGRICULTURE ECOSYSTEMS & ENVIRONMENT;19316;3.541;0.02445
1824;Clinical and Translational Allergy;766;3.539;0.00274
1825;STRUCTURAL SAFETY;3254;3.538;0.00389
1826;CLIMATIC CHANGE;18223;3.537;0.03201
1827;COMPUTERS IN HUMAN BEHAVIOR;19700;3.536;0.03388
1828;JOURNAL OF CONSUMER RESEARCH;18980;3.535;0.01234
1829;GERONTOLOGY;3763;3.532;0.00582
1829;PROTEOMICS;14902;3.532;0.02322
1831;BIRTH DEFECTS RESEARCH PART C-EMBRYO TODAY-REVIEWS;1153;3.531;0.00186
1831;STRUCTURAL EQUATION MODELING-A  MULTIDISCIPLINARY JOURNAL;13327;3.531;0.00918
1831;STRUCTURAL EQUATION MODELING-A  MULTIDISCIPLINARY JOURNAL;13327;3.531;0.00918
1834;PERMAFROST AND PERIGLACIAL PROCESSES;2495;3.529;0.00185
1835;BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN;10941;3.526;0.00592
1836;CHINESE JOURNAL OF CATALYSIS;4608;3.525;0.00731
1837;European Journal of Psychology Applied to Legal Context;165;3.524;0.00031
1837;FOREIGN AFFAIRS;3448;3.524;0.00713
1837;Journal of NeuroInterventional Surgery;3454;3.524;0.01093
1840;RHEUMATIC DISEASE CLINICS OF NORTH AMERICA;2155;3.522;0.00416
1841;FOOD RESEARCH INTERNATIONAL;22125;3.520;0.03282
1841;Frontiers in Cellular and Infection Microbiology;3778;3.520;0.01374
1843;CANCER JOURNAL;2899;3.519;0.00539
1843;Frontiers in Endocrinology;3924;3.519;0.01460
1845;Clinical Proteomics;661;3.516;0.00212
1845;Sport Management Review;1408;3.516;0.00133
1847;CYTOKINE;9181;3.514;0.01608
1847;Current Topics in Membranes;602;3.514;0.00217
1849;ADVANCES IN WATER RESOURCES;10138;3.512;0.01871
1849;CLINICAL GENETICS;6816;3.512;0.01474
1849;MOLECULAR BIOLOGY OF THE CELL;30462;3.512;0.04796
1852;Metabolomics;3861;3.511;0.00975
1853;JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA;7434;3.510;0.00201
1853;REVIEW OF ECONOMICS AND STATISTICS;14391;3.510;0.03016
1855;Frontiers in Neurology;4272;3.508;0.01558
1855;TISSUE ENGINEERING;21530;3.508;0.02373
1857;Biotechnology Journal;4515;3.507;0.00895
1858;CNS SPECTRUMS;2200;3.504;0.00318
1858;EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY;15001;3.504;0.02611
1858;Nanomaterials;2160;3.504;0.00457
1858;Transboundary and Emerging Diseases;2441;3.504;0.00568
1862;INVESTIGATIONAL NEW DRUGS;4450;3.502;0.00935
1863;ACS Combinatorial Science;1668;3.500;0.00362
1863;Human Genomics;1056;3.500;0.00194
1863;IEEE Transactions on Biomedical Circuits and Systems;2543;3.500;0.00578
1863;Journal of Bone Oncology;280;3.500;0.00086
1863;Journal of Neurodevelopmental Disorders;1106;3.500;0.00341
1863;Social Cognitive and Affective Neuroscience;6443;3.500;0.02077
1863;Social Cognitive and Affective Neuroscience;6443;3.500;0.02077
1870;GENES BRAIN AND BEHAVIOR;3477;3.496;0.00583
1871;APPLIED PHYSICS LETTERS;229601;3.495;0.27917
1871;BIOPHYSICAL JOURNAL;51994;3.495;0.05784
1871;CNS Neuroscience & Therapeutics;2992;3.495;0.00754
1871;FEMS MICROBIOLOGY ECOLOGY;13859;3.495;0.01733
1871;POLITICAL GEOGRAPHY;3320;3.495;0.00455
1876;EUROPEAN JOURNAL OF PERSONALITY;2935;3.494;0.00560
1877;Global Food Security-Agriculture Policy Economics and Environment;725;3.491;0.00277
1877;JOURNAL OF CONFLICT RESOLUTION;4863;3.491;0.00828
1879;JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY;9252;3.490;0.00868
1880;Expert Review of Proteomics;1702;3.489;0.00344
1880;Journal of Breath Research;1606;3.489;0.00306
1882;IET Renewable Power Generation;3251;3.488;0.00548
1882;Strategic Entrepreneurship Journal;1243;3.488;0.00246
1884;CELLULAR SIGNALLING;11071;3.487;0.02022
1885;CONSTRUCTION AND BUILDING MATERIALS;39161;3.485;0.05935
1886;Journal of Geophysical Research-Biogeosciences;7085;3.484;0.01646
1886;Journal of Informetrics;2334;3.484;0.00452
1886;Journal of Informetrics;2334;3.484;0.00452
1889;JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY;12495;3.483;0.01917
1889;JOURNAL OF PERSONALITY;7894;3.483;0.00687
1889;Nutrition & Metabolism;2921;3.483;0.00522
1889;POLYMER;57426;3.483;0.04168
1889;PREVENTIVE MEDICINE;14479;3.483;0.02738
1894;Biomedical Optics Express;8120;3.482;0.02275
1894;JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH;43855;3.482;0.05449
1896;JOURNAL OF ANXIETY DISORDERS;6386;3.481;0.00921
1897;AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY;6363;3.480;0.01047
1897;AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY;6363;3.480;0.01047
1899;Cognitive Computation;1049;3.479;0.00236
1900;Current Neurology and Neuroscience Reports;2770;3.478;0.00741
1901;United European Gastroenterology Journal;954;3.477;0.00398
1902;FUNGAL GENETICS AND BIOLOGY;5327;3.476;0.00720
1902;JOURNAL OF ALZHEIMERS DISEASE;17628;3.476;0.04041
1902;JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS;17270;3.476;0.02410
1905;EXPERT OPINION ON PHARMACOTHERAPY;5107;3.475;0.00966
1905;PLASTIC AND RECONSTRUCTIVE SURGERY;34285;3.475;0.03205
1907;ACTA ONCOLOGICA;7207;3.473;0.01306
1908;JOURNAL OF RHEUMATOLOGY;22832;3.470;0.02493
1908;Journal of Functional Foods;7287;3.470;0.01633
1908;SIGNAL PROCESSING;11626;3.470;0.01943
1911;CURRENT MEDICINAL CHEMISTRY;15405;3.469;0.01753
1912;BUILDING RESEARCH AND INFORMATION;2950;3.468;0.00228
1912;JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS;11759;3.468;0.01340
1912;JOURNAL OF COGNITIVE NEUROSCIENCE;16920;3.468;0.02038
1912;JOURNAL OF COGNITIVE NEUROSCIENCE;16920;3.468;0.02038
1916;npj Genomic Medicine;128;3.467;0.00067
1917;EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES;11800;3.466;0.01359
1917;JOURNAL OF BIOMEDICAL SCIENCE;3521;3.466;0.00537
1919;Catalysts;1995;3.465;0.00423
1920;ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING;3366;3.464;0.00420
1921;ANESTHESIA AND ANALGESIA;26298;3.463;0.02198
1921;CATALYSIS COMMUNICATIONS;14174;3.463;0.01539
1923;Current Issues in Tourism;2330;3.462;0.00221
1924;Immunotherapy;1795;3.461;0.00479
1925;Conservation Physiology;856;3.460;0.00316
1925;Journal of Field Robotics;2006;3.460;0.00341
1927;BIOMEDICINE & PHARMACOTHERAPY;8649;3.457;0.01044
1927;JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY;2090;3.457;0.00239
1929;JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS;6462;3.456;0.01256
1930;Advances in Microbial Physiology;1009;3.455;0.00081
1930;CLINICAL & EXPERIMENTAL METASTASIS;3506;3.455;0.00433
1930;PSYCHO-ONCOLOGY;10201;3.455;0.01983
1930;PSYCHO-ONCOLOGY;10201;3.455;0.01983
1930;Studies in Science Education;627;3.455;0.00051
1930;Studies in Science Education;627;3.455;0.00051
1936;AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY;15675;3.454;0.01594
1937;JOURNAL OF ECONOMIC GEOGRAPHY;3426;3.453;0.00529
1938;HEPATOBILIARY SURGERY AND NUTRITION;605;3.451;0.00198
1938;INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY;23973;3.451;0.02028
1940;Advances In Atomic Molecular and Optical Physics;864;3.450;0.00129
1940;Therapeutic Advances in Musculoskeletal Disease;608;3.450;0.00188
1942;CURRENT ALLERGY AND ASTHMA REPORTS;2290;3.449;0.00526
1942;MOLECULAR HUMAN REPRODUCTION;5314;3.449;0.00660
1942;Molecular Brain;2155;3.449;0.00643
1945;IEEE Antennas and Wireless Propagation Letters;12544;3.448;0.03054
1946;International Journal of Hospitality Management;6190;3.445;0.00589
1946;TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT;5084;3.445;0.00743
1946;TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT;5084;3.445;0.00743
1949;INFORMATION PROCESSING & MANAGEMENT;3250;3.444;0.00306
1949;INFORMATION PROCESSING & MANAGEMENT;3250;3.444;0.00306
1949;JOURNAL OF POLICY ANALYSIS AND MANAGEMENT;2390;3.444;0.00651
1949;SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT;1410;3.444;0.00184
1953;Infection and Drug Resistance;640;3.443;0.00216
1954;Biogeosciences;15078;3.441;0.04806
1954;PROCESS SAFETY AND ENVIRONMENTAL PROTECTION;3898;3.441;0.00521
1956;BRAIN RESEARCH BULLETIN;9424;3.440;0.00735
1956;INTERNATIONAL JOURNAL OF HYPERTHERMIA;3350;3.440;0.00404
1956;PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY;4805;3.440;0.00573
1956;Quaternary Geochronology;2794;3.440;0.00715
1960;HYPERTENSION RESEARCH;5064;3.439;0.00625
1961;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;16912;3.438;0.02410
1961;Journal of Neurogastroenterology and Motility;1207;3.438;0.00293
1963;Expert Review of Clinical Immunology;2234;3.436;0.00682
1964;Seminars in Fetal & Neonatal Medicine;2246;3.435;0.00538
1965;IEEE ELECTRON DEVICE LETTERS;14867;3.433;0.02376
1965;JOURNAL OF SLEEP RESEARCH;5092;3.433;0.00746
1965;JOURNAL OF STRUCTURAL BIOLOGY;9955;3.433;0.03015
1968;CHEMICAL RESEARCH IN TOXICOLOGY;12692;3.432;0.01297
1969;Advances in Carbohydrate Chemistry and Biochemistry;621;3.429;0.00038
1970;EUROPEAN JOURNAL OF OPERATIONAL RESEARCH;43505;3.428;0.04993
1971;FARADAY DISCUSSIONS;9070;3.427;0.01860
1971;PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY;3973;3.427;0.00454
1973;BASIC AND APPLIED SOCIAL PSYCHOLOGY;1904;3.426;0.00274
1974;AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS;4247;3.424;0.00547
1975;ORGANIC & BIOMOLECULAR CHEMISTRY;30329;3.423;0.05805
1975;TRANSFUSION;13045;3.423;0.02205
1977;JOURNAL OF APPLIED CRYSTALLOGRAPHY;25526;3.422;0.02010
1978;INTERMETALLICS;8988;3.420;0.01139
1979;Cognitive Neuroscience;521;3.417;0.00160
1979;Retrovirology;3436;3.417;0.00980
1981;HEPATOLOGY RESEARCH;4026;3.415;0.00701
1982;CURRENT OPINION IN GASTROENTEROLOGY;2632;3.414;0.00535
1982;JOURNAL OF ORTHOPAEDIC RESEARCH;14800;3.414;0.01657
1982;Journal of Service Management;1479;3.414;0.00203
1982;MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING;68731;3.414;0.062110
1986;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;103329;3.412;0.07417
1987;PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC;10468;3.409;0.01569
1988;JOURNAL OF DRUG TARGETING;3429;3.408;0.00345
1989;JOURNAL OF HEAD TRAUMA REHABILITATION;4282;3.406;0.00554
1989;JOURNAL OF HEAD TRAUMA REHABILITATION;4282;3.406;0.00554
1989;Remote Sensing;13600;3.406;0.03423
1992;ANNALS OF BIOMEDICAL ENGINEERING;10881;3.405;0.01717
1992;NeoBiota;343;3.405;0.00098
1994;INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA;1681;3.404;0.00205
1994;NANOTECHNOLOGY;42694;3.404;0.05222
1996;JOURNAL OF HEADACHE AND PAIN;2624;3.403;0.00551
1997;JOURNAL OF COMPARATIVE NEUROLOGY;31229;3.400;0.01663
1998;Journal of Materials Research and Technology-JMR&T;831;3.398;0.00226
1998;ONCOLOGY-NEW YORK;2317;3.398;0.00380
2000;UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS;4787;3.397;0.01331
2001;Journal of Clinical Sleep Medicine;5329;3.396;0.01180
2002;Drug Delivery and Translational Research;963;3.395;0.00227
2002;SLEEP MEDICINE;9130;3.395;0.01627
2004;BIOCHEMICAL SOCIETY TRANSACTIONS;12454;3.394;0.01963
2004;Frontiers in Physiology;10356;3.394;0.03775
2006;JOURNAL OF NEUROENDOCRINOLOGY;5766;3.392;0.00764
2006;JOURNAL OF PERIODONTOLOGY;15619;3.392;0.01142
2006;MACROMOLECULAR BIOSCIENCE;6931;3.392;0.00819
2009;COMMUNICATION RESEARCH;3990;3.391;0.00455
2010;CELL BIOLOGY AND TOXICOLOGY;1690;3.390;0.00150
2011;TREE PHYSIOLOGY;9476;3.389;0.00839
2012;INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE;52637;3.388;0.07321
2012;OPTICS AND LASERS IN ENGINEERING;6479;3.388;0.00867
2014;COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS;9126;3.386;0.01496
2014;PPAR Research;1200;3.386;0.00179
2016;BRITISH JOURNAL OF OPHTHALMOLOGY;19828;3.384;0.02435
2016;International Journal of Sports Physiology and Performance;3503;3.384;0.00707
2018;Journal of the American College of Radiology;3228;3.383;0.00734
2019;NEUROSCIENCE;45498;3.382;0.05282
2020;JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES;63717;3.380;0.09161
2021;HUMAN-COMPUTER INTERACTION;1278;3.379;0.00090
2022;Canadian Journal of Anesthesia-Journal canadien d anesthesie;5595;3.377;0.00566
2023;Biofuels Bioproducts & Biorefining-Biofpr;2918;3.376;0.00434
2024;Digestive Endoscopy;2241;3.375;0.00569
2025;CURRENT TOPICS IN MEDICINAL CHEMISTRY;6432;3.374;0.01022
2025;VIROLOGY;25569;3.374;0.02820
2027;CANCER BIOLOGY & THERAPY;7577;3.373;0.00828
2027;JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS;8513;3.373;0.00841
2029;PSYCHOLOGICAL ASSESSMENT;10269;3.371;0.01391
2030;CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION;3324;3.370;0.00650
2030;ISA TRANSACTIONS;4478;3.370;0.00894
2030;MINERALIUM DEPOSITA;4370;3.370;0.00432
2033;Horticulture Research;426;3.368;0.00134
2034;IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS;9476;3.367;0.01400
2035;Epidemics;576;3.364;0.00241
2035;Green Chemistry Letters and Reviews;658;3.364;0.00067
2037;INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS;2554;3.363;0.00248
2038;GENES CHROMOSOMES & CANCER;5116;3.362;0.00697
2039;INTERNATIONAL JOURNAL OF THERMAL SCIENCES;10992;3.361;0.01421
2040;Journal of Geriatric Oncology;895;3.359;0.00332
2041;ADVANCED ENGINEERING INFORMATICS;2083;3.358;0.00295
2041;BIOMASS & BIOENERGY;19706;3.358;0.02322
2041;IMMUNOLOGY;10584;3.358;0.01234
2044;Kidney International Supplements;1810;3.357;0.00860
2045;BRITISH MEDICAL BULLETIN;4242;3.356;0.00366
2045;CONTEMPORARY EDUCATIONAL PSYCHOLOGY;4265;3.356;0.00366
2045;OPTICS EXPRESS;104686;3.356;0.19232
2048;Journal of the Royal Society Interface;11357;3.355;0.03096
2049;COGNITION;16694;3.354;0.02170
2049;JOURNAL OF HOSPITAL INFECTION;7523;3.354;0.01045
2051;CULTURAL GEOGRAPHIES;1258;3.350;0.00310
2051;IEEE TRANSACTIONS ON POWER DELIVERY;18666;3.350;0.02234
2051;SEMINARS IN NEPHROLOGY;2705;3.350;0.00469
2054;PHYTOTHERAPY RESEARCH;12203;3.349;0.00975
2055;OCULAR IMMUNOLOGY AND INFLAMMATION;1893;3.348;0.00288
2056;BEHAVIORAL ECOLOGY;10126;3.347;0.01494
2056;Food Packaging and Shelf Life;439;3.347;0.00100
2056;PROSTATE;7414;3.347;0.00942
2059;SEXUALLY TRANSMITTED INFECTIONS;4769;3.346;0.00905
2060;Biology Letters;9425;3.345;0.02164
2060;SEMINARS IN THROMBOSIS AND HEMOSTASIS;3876;3.345;0.00627
2062;INTERNATIONAL JOURNAL OF IMPACT ENGINEERING;8772;3.344;0.00825
2062;JOURNAL OF COUNSELING PSYCHOLOGY;7303;3.344;0.00606
2064;APPLIED MICROBIOLOGY AND BIOTECHNOLOGY;39010;3.340;0.04862
2064;Diabetes & Vascular Disease Research;1253;3.340;0.00332
2064;EXCEPTIONAL CHILDREN;2547;3.340;0.00242
2064;Journal of Gynecologic Oncology;957;3.340;0.00226
2064;MOLECULAR MEDICINE;5000;3.340;0.00714
2069;Journal of Sexual Medicine;9343;3.339;0.01585
2070;Essays in Biochemistry;1323;3.338;0.00245
2070;JOURNAL OF ARTHROPLASTY;16901;3.338;0.02976
2070;MEDICAL CARE;18853;3.338;0.02259
2070;MEDICAL CARE;18853;3.338;0.02259
2070;TRANSPORTATION SCIENCE;5171;3.338;0.00637
2070;TRANSPORTATION SCIENCE;5171;3.338;0.00637
2076;JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE;6791;3.337;0.01557
2076;MARINE CHEMISTRY;9014;3.337;0.00796
2078;PHARMACEUTICAL RESEARCH;21071;3.335;0.01444
2079;CIRP ANNALS-MANUFACTURING TECHNOLOGY;11190;3.333;0.00745
2079;INTERNATIONAL JOURNAL OF ONCOLOGY;15493;3.333;0.02236
2081;IEEE TRANSACTIONS ON SOFTWARE ENGINEERING;6343;3.331;0.00502
2082;Journal of Sustainable Tourism;4009;3.329;0.00256
2083;ENVIRONMENTAL REVIEWS;1594;3.328;0.00221
2084;AICHE JOURNAL;25766;3.326;0.02052
2084;BRITISH JOURNAL OF POLITICAL SCIENCE;3435;3.326;0.00871
2084;EXPERT REVIEW OF MOLECULAR DIAGNOSTICS;2554;3.326;0.00532
2087;ACTA OPHTHALMOLOGICA;7839;3.324;0.01299
2087;JOURNAL OF SECOND LANGUAGE WRITING;1483;3.324;0.00183
2089;Endoscopic Ultrasound;553;3.323;0.00167
2090;DRUG AND ALCOHOL DEPENDENCE;16889;3.322;0.03328
2090;DRUG AND ALCOHOL DEPENDENCE;16889;3.322;0.03328
2092;MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES;3147;3.319;0.01118
2093;NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES;5131;3.318;0.00997
2094;BMC Medical Genomics;2528;3.317;0.00679
2095;Materials Science and Engineering B-Advanced Functional Solid-State Materials;10418;3.316;0.00659
2096;MATURITAS;6290;3.315;0.01110
2096;STEM CELLS AND DEVELOPMENT;7589;3.315;0.01644
2098;EvoDevo;730;3.313;0.00314
2098;NUTRITIONAL NEUROSCIENCE;1382;3.313;0.00193
2100;MOLECULAR AND CELLULAR NEUROSCIENCE;6789;3.312;0.00755
2101;EXPERIMENTAL CELL RESEARCH;19420;3.309;0.01961
2102;GEOMORPHOLOGY;20661;3.308;0.02727
2103;ANALYTICAL AND BIOANALYTICAL CHEMISTRY;28970;3.307;0.04240
2103;LEADERSHIP QUARTERLY;8497;3.307;0.00728
2105;CHEMICAL ENGINEERING SCIENCE;40416;3.306;0.03206
2105;Journal of Prosthodontic Research;686;3.306;0.00165
2105;PLANT AND SOIL;30111;3.306;0.02556
2108;Conflict and Health;543;3.305;0.00201
2108;Conflict and Health;543;3.305;0.00201
2108;JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING;10759;3.305;0.01207
2111;CELL CYCLE;17133;3.304;0.03072
2111;CRYSTENGCOMM;27544;3.304;0.04886
2111;INFLAMMOPHARMACOLOGY;1225;3.304;0.00162
2111;JOINT BONE SPINE;3427;3.304;0.00630
2111;PHYSICAL REVIEW C;47629;3.304;0.05514
2116;CALIFORNIA MANAGEMENT REVIEW;5087;3.302;0.00188
2117;HYDROMETALLURGY;10099;3.300;0.00854
2117;WORLD JOURNAL OF GASTROENTEROLOGY;38294;3.300;0.07403
2119;REVIEWS IN FISH BIOLOGY AND FISHERIES;3062;3.299;0.00335
2120;Chinese Physics C;4058;3.298;0.01844
2120;INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY;3914;3.298;0.00737
2120;Journal of Immunology Research;2836;3.298;0.00976
2123;JOURNAL OF MOLECULAR ENDOCRINOLOGY;3900;3.297;0.00627
2124;CHEMICO-BIOLOGICAL INTERACTIONS;10570;3.296;0.01121
2124;IET Control Theory and Applications;6873;3.296;0.01666
2126;ECONOMIC GEOLOGY;11343;3.295;0.00616
2126;JAMA Otolaryngology-Head & Neck Surgery;2235;3.295;0.01020
2128;Integrative Biology;2984;3.294;0.00940
2128;JOURNAL OF VASCULAR SURGERY;24792;3.294;0.03030
2130;AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY;14321;3.293;0.01846
2130;CALCIFIED TISSUE INTERNATIONAL;6817;3.293;0.00810
2132;Annual Review of Statistics and Its Application;228;3.290;0.00228
2133;Current Alzheimer Research;3740;3.289;0.00791
2133;DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY;11671;3.289;0.01368
2133;Food & Function;6497;3.289;0.01566
2133;Personality Disorders-Theory Research and Treatment;1056;3.289;0.00404
2133;TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW;5359;3.289;0.00932
2133;TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW;5359;3.289;0.00932
2133;Vehicular Communications;271;3.289;0.00068
2140;BMC CANCER;24272;3.288;0.05308
2141;DIGESTIVE AND LIVER DISEASE;5818;3.287;0.01214
2141;JOURNAL OF ABNORMAL CHILD PSYCHOLOGY;8572;3.287;0.01262
2143;IEEE Transactions on Network and Service Management;849;3.286;0.00267
2143;JOURNAL OF ZOOLOGICAL  SYSTEMATICS  AND EVOLUTIONARY RESEARCH;1099;3.286;0.00151
2143;Movement Ecology;438;3.286;0.00201
2143;Open Biology;1666;3.286;0.00856
2143;Vitamins and Hormones;1592;3.286;0.00175
